Commentary,Runs,Wickets
"148 kph, full delivery outside off, no stroke",0,0
swept to deep backward square leg for one,1,0
defended off the front foot,0,0
"nice and slow on off, Wahab gets forward and defends",0,0
"goes wide of the crease and bowls one full on off, defended back",0,0
"shortish and wide, slashed to point",0,0
defended back,0,0
"143 kph, fullish length around off, defended towards point from the front foot",0,0
poor ball. Drifts down leg and Younis helps himself to four through fine leg. Just a glance,4,0
,2,0
"full and wide outside off, 145 kph, Younis leaves",0,0
"on a length around middle and leg, 147 ks, worked through square leg",0,0
"148 kph, full and wide, driven towards Lyon at point",0,0
"shortened the length, Wahab gets forward but inside-edged his drive into his pad",0,0
"88 kph, flight outside off, driven through cover. Looked a long run but the pair don't run",0,0
"smashed for six. Flat on leg, Wahab sweeps the ball into the stand at deep square leg. Shot.",6,0
"flight outside off, pushed towards deep mid-on for one.",1,0
"flight outside off, Younis gets forward to defend",0,0
worked down towards fine leg for one,1,0
"full delivery outside off, 129 kph, Younis gets forward and defends back",0,0
"130 kph, full delivery outside off, Younis gets forward and prods one towards point for one.",1,0
"132 kph, full and straight, the ball seaming back in. Inside-edged into the pad. Fantastic channel",0,0
"135 kph, full and straight, driven back to the bowler",0,0
"134 kph, a full length on a fifth-stump line. Wahab plays inside the line and misses his drive",0,0
left alone nicely outside off,0,0
"shortish delivery on leg, off the thigh pad towards square leg",0,0
"tossed up outside off, Younis gets forward and defends",0,0
"phew, what was wrong with that? It skidded on. Was there some bat? Flat delivery on off, Younis misses his reverse sweep and is struck on off. <strong>May have just gloved that</strong>",0,0
defended into the off side,0,0
"another top-edged sweep. Flat delivery outside off, Younis gets down, sweeps, gets two to fine leg",2,0
worked to midwicket,0,0
"good length outside off, nice pace. Wahab lifts his bat vertically to leave",0,0
"good length on off, 136 kph, defended, head over the ball. High elbow. Well played",0,0
"finds the gap wide of gully for a run. Full and wide from Hazlewood, a neat dab from Wahab",1,0
"on a length outside off, Younis stands tall and defends",0,0
"136 kph, tight outside off, fourth-stump line, some inward shape. Defended",0,0
"back of a length on off, 132 kph, bouncer. Younis gets underneath that. Hazlewood succeeds in keeping Wahab on strike",0,0
"bowled through a massive gap between bat and pad. Flat delivery outside off, the key to that delivery was the length. He dragged that length back allowing the ball to spin. It spun. It spun a lot. Wahab gets forward to defend but leaves a humongous gap which the ball is sucked into. Clatters into middle and leg stump.",0,1
"tossed up outside off, Yasir says hi with a cross-batted swat over mid-on for four. Shot",4,0
"flat outside off, pushed through point for one",1,0
worked into short leg. Cartwright the man.,0,0
"good length outside off, Younis walks across and flicks through square leg for one more",1,0
nice. Bat and pad gap is closed as Yasir gets forward to defend,0,0
"slow and loopy on leg, defended",0,0
pushed back to the bowler,0,0
"shortish from a round-arm action, slashed to point",0,0
driven to deep cover for one.,1,0
"flat on leg, Yasir blocks",0,0
"good finish. Some drift, flatter through the air and straight, Yasir defends off the front foot",0,0
"flight outside off to start, 88 kph, driven to cover",0,0
driven back hard to the bowler,0,0
"some flight outside off, drift. Younis gets forward and defends",0,0
clipped away towards mid-on. No run. Nice pace and loop to start from Lyon,0,0
worked away just past short leg. Clipped off the face. No chance for Handscomb really. Grazes his thigh on the pad to square leg,1,0
defended into the off side.,0,0
"overpitched outside off to start, driven towards mid-off. Not much swing to start",0,0
"a low full toss outside off, a good proper thwack through cover for four. Lovely shot",4,0
"full an straight again, 143 kph, pushed back to the bowler",0,0
"<strong>edged and dropped</strong>. 144 kph, close to off. The ball moves away late, takes a thick outside edge and carries low to Wade's right. He dives but can't cling on. Should have been taken that. Bounces off the webbing. Starc not happy",1,0
"148 kph, full and wide outside off, Yasir misses his booming drive",0,0
"<strong>149.9 kph</strong>, yorker outside off. Yasir can't make contact with his attempted guide off the front foot",0,0
"88 kph, flat on the pads, worked down to fine leg for none. Doesn't take the single",0,0
"88 kph, flight outside off, driven down to long-on. Refuses the run",0,0
"85 kph, defended off the front foot",0,0
takes the run off the fourth ball. Clipped away through square leg for one,1,0
"defended off the front foot, 89 kph, slow through the air on off, played toward leg gully",0,0
defended off the front foot into the off side,0,0
"full down leg, 148 kph, Younis refuses the run after clipping one to fine leg",0,0
"146 kph, nice and full outside off, crisply hit to mid-off",0,0
"143 kph, too straight again, worked through square leg but Younis says no to the available run",0,0
"lovely drive. Full and straight, Younis offers the full face of the bat and drives to mid-off who gets across to his right and saves runs",1,0
"148 kph, full and straight again, driven away towards mid-on",0,0
"spears in the yorker on off at 146 kph, jammed out into the off side",0,0
"defended off the front foot, some drift there",0,0
"more loop and flight outside off, kept out",0,0
"just wide of Warner at long-on. Flat delivery outside off, swatted away wide of midwicket. Long-on gets across but can't prevent two",2,0
defended back,0,0
"huuuuuge! Gets to the pitch of the ball, and hammers his lofted drive way over long-on. Didn't even bother looking at the ball. <strong>Gets to 150 too</strong>. Amazing timing",6,0
"flat on off, nudged to deep midwicket for one to retain strike. Too simple for Younis.",1,0
"144 kph, full and straight, driven to mid-on",0,0
"just short of gully. Back of a length outside off, shaping away. Younis pikes but the ball doesn't quite carry to Handscomb",0,0
"good length outside off, 145 kph, Younis leaves",0,0
"142 kph, back of a length down leg, Younis gets underneath easily",0,0
"back of a length on off, a bouncer. Younis lets this one go",0,0
"good length outside off, 144 kph, no stroke offered from Younis",0,0
Yasir gets forward to defend,0,0
Yasir presses forward and blocks again,0,0
"slow through the air, a bit of turn. Defended",0,0
"nice use of the feet, gets to the pitch and worked to midwicket",0,0
"flat outside off, Yasir gets back and pushes back",0,0
"Yasir runs down and misses his nudge. Hit on the pad, but it's drifting down leg. A maiden",0,0
"good length delivery outside off, 146 kph. On a fifth/sixth-stump line. Left alone",0,0
"full and straight, 146 kph, clipped down to fine leg",0,0
"on a length on the pads, whipped through midwicket for a couple. Well played. Starc isn't happy with the slip cordon not shining the ball",2,0
"142 kph, bouncer outside off, Younis leaves",0,0
"that isn't going to help either. Back of a length outside off, a thick outside edge flies through gully for four. Nicely played. Kept it down, used soft hands",4,0
"full and straight, 147 kph, worked to mid-on",0,0
"88 kph, flight outside off, played away towards the bowler",0,0
"87 kph, flat and wide outside off, dabbed into the slips region",0,0
"88 kph, worked easily through square leg for one",1,0
"tossed up outside off, 90 kph, pushed back to the bowler",0,0
"pushed wide outside off, blocked to point",0,0
"well bowled. Fired down leg, Younis flicks to short fine leg",0,0
"good length on off from around the wicket, some swing back. Defended back. Starc has not woken up well, seems cranky. May not be a bad thing for Australia",0,0
"146 kph, back of a length outside off, dabbed down towards gully. Yasir wants one, no run there, he's sent back",0,0
"150.5 kph, much better. Full delivery outside off, fifth-stump line. The ball moves away late and beats the bat. Lovely bowling",0,0
"and again. 150 kph, full and wide outside off. Pitches and beats the bat. Sensational bowling",0,0
"147 kph, this one is too wide outside off. Good length outside off, the ball leaves Yasir who bails out from his waft",0,0
"and again. Full and wide outside off, 148 kph. Yasir has a leaden-footed drive but the ball goes past. Great over. Could have been a few stumps straighter though",0,0
"swept powerfully in the gap for no run. Could have got two for that, Younis refuses the first",0,0
defended away with an angled bat,1,0
a lovely drive through cover. Got forward and creamed his cover drive for a couple,0,0
,2,0
"shortish delivery outside off, punched away towards cover",1,0
Younis runs down and works the ball wide of midwicket for a run. Fantastic batting,1,0
"133 kph, good length around off, Younis defends",0,0
"136 kph, full delivery outside off, left alone",0,0
"135 kph, pushed out to mid-on. Skewed away",0,0
,1,0
"good length delivery around off, 135 kph, solidly defended back",0,0
driven up towards mid-off. Full length. Nothing happening for Australia They've had one big chance spilled,0,0
"80 kph, some flight on off, blocked",0,0
"83 kph, another solid defensive block",0,0
"swept away through square leg, more off the toe-end. He'll get one",1,0
"an enquiry if it was pad first. Flat outside off, Yasir defends, may have been struck outside the line anway",0,0
defended,0,0
Yasir gets forward and keeps it out,0,0
"full and wide outside off, Younis gets forward and defends into the off side",0,0
"full and wide, 135 kph, pushed towards Lyon at point who dives to his right and saves one. Gets Younis off strike, that's good from Garry",1,0
"full and straight, 136 kph, skewed away towards midwicket",0,0
"139 kph, bouncer on leg. Yasir hurries underneath",0,0
"139 kph, back of a length outside off, left alone",0,0
"full outside off, 140 kph, swings back in, pushed out towards mid-on with the angle of swing",0,0
"plonks in the outfield and trickles away for four more. Younis gets to the ball, not quite to the pitch, lofted over mid-off for four.",4,0
"flat on middle, swept to deep square leg. Refuses the run after some contemplation",0,0
defended back,0,0
pushed away towards deep cover for one. So easy,1,0
"flat on the pads, poor ball. Flicked through short fine leg",1,0
"six more! Who's Munro? Flat delivery outside off, Younis gets to the pitch and muscle his six over cover with just a clean swing of his bat. Got the ball through the line. Played with the spin.",6,0
"edged and taken this time. Full and wide outside off, the ball coming back in. Yasir pokes at something he doesn't need to and pays the price. Throws his head back because he knows he's disappointed his batting partner. Yasir gets forward, wafts, and a thick edge is gratefully, gleefully accepted by Smith at second slip, taking the catch in front of his body, hands pointed down",0,1
"141 kph, full around off, defended into the off side.",0,0
"cleaned 'im up. Gone. Imran is bowled. Younis is left stranded. Full outside off from Hazlewood, the ball deviates in and beats Imran on the inside edge. Hits off and middle stump.",0,1
"what a start. Back of a length on middle, Warner stands tall and hammers his swat over midwicket. Easy",4,0
"full delivery just around off, Warner gets forward and inside-edges his drive into his pad",0,0
"good length down leg, 130 kph, Warner misses his flick and is struck on the pad. Sliding down",0,0
"well bowled. Good length around off and middle, 129 kph. If Warner can't score when trying to set up a declaration, it's good bowling",0,0
"on the pads, 132 kph. Off the pad to fine leg for one",1,0
"nicely bowled. Full and straight on off, Khawaja defends",0,0
pushed to long-on with ease,1,0
"flat delivery outside off, Khawaja gets forward and flicks towards backward square leg",1,0
Warner gets down and sweeps to deep backward square leg again,1,0
"flat and wide outside off, Khawaja goes back to defend",0,0
"ooh, that's close. Flat delivery outside off, Khawaja goes back and misses his defensive block. Plenty of spin, only question is if it was missing leg. Hmm. No review either",0,0
"flat and wide outside off, slashed to point",0,0
"big appeal. No says umpire Ravi. A hint of inswing. Beats Warner on the inside edge, <strong>Misbah wants to review</strong>. If you're reviewing this, the previous delivery had a higher percentage. Misses the bat, hits Warner down leg. Pitched way outside leg.",0,0
"back of a length on leg, off the thigh pad towards square leg. One leg bye",1,0
"full delivery outside off, 131 kph. Khawaja solidly behind the line in defense",0,0
"full and wide, 134 kph, no stroke offered",0,0
"132 kph, short and wide, poor delivery. Khawaja slashes his cut to point",0,0
"full delivery outside off, too wide and Khawaja leaves",0,0
"Warner hammers Yasir over long-on for six. Gets down on one knee, and bludgeons the ball with a cross-batted sweep type stroke. Out the rough? No worries",6,0
"goes again, six more. Tossed up outside off, Warner gets down again and calmly lifts the ball over mid-on. So easy for Warner",6,0
"short and wide, Warner rocks back and nails his cut through point. Poor ball",4,0
"the reverse sweep this time. Flat outside off, Warner gets low and executes a dinky reverse through point. Fantastic field  and bowler manipulation",4,0
"on the pad, clipped to deep square leg",1,0
"short down leg, 89 kph, swatted down to fine leg",1,0
"fuller than a good length outside off, defended into the off side",0,0
"full and wide outside off, Khawaja holds his own, left",0,0
"135 kph, outside off, skewed away towards point",0,0
"133 kph, good length outside off, dabbed away towards gully",0,0
"135 kph, whipped away to mid-on",0,0
"full length outside off, 134 kph, moves away. Left alone. Maiden",0,0
"136 kph, good length delivery outside off, Warner misses his pull. False shot selection. Too wide outside off to drag into the leg side",0,0
"on the pads, worked down to fine leg. A no-ball too",2,0
"136 kph, good length outside off, Khawaja plays it down, gets it through third man for four.",4,0
defended away towards mid-off,0,0
"138 kph, good length outside off, skewed towards point off the outside half",0,0
"138 kph, Khawaja defends one towards cover",0,0
"full and wide, left alone",0,0
"132 kph, full delivery outside off, pushed towards mid-off",0,0
"superb shot. Leant into his stroke. Overpitched outside off, Warner leans forward and nails his drive past cover for four",4,0
"that's just poor bowling. Short and wide outside off, hammered through extra cover for four. A slap off the back foot",4,0
"137 kph, full and wide from around the wicket, Warner flays and gets a thick outside edge which flies over gully",4,0
"four more. Wow. Back of a length on off, or just outside. Warner makes room for himself and just guides the ball behind point. Australia's 50 up",4,0
pushed towards cover,0,0
"short delivery outside off, pulled to deep midwicket for one. A good run for more than one reason",1,0
"<strong>that's six. That's fifty. Off just 23 balls.</strong> My word. Flat delivery outside off, Warner comes down and lofts the ball easily against the spin over mid-off. <b>The second fastest fifty in Test history</b>",6,0
pulled to deep square leg,1,0
hammered to deep square leg,1,0
"pushed into the leg side, towards midwicket",0,0
four more. Yasir drops short and Warner hurries back to lace a cut through point. Australia can declare by tea at this rate,4,0
"good length outside off, pushed towards extra cover",0,0
"137 kph, stays on top of the bounce and pushes through extra cover for a couple",2,0
"superb shot. Full and straight, Khawaja flicks through midwicket for three more. Making this pitch look unsafe for defending",3,0
"148 kph, bowled im. Superb knock that from Warner. Wahab delivers this on a length on off. Warner shimmies down, gives himself room but just plain misses his swing. Knocks over the off bail. Fantastic stuff from Warner, selfless batting",0,1
"142 kph, signs of variable bounce now. Good length outside off, shaping away. Keeps low and goes under the bat of Smith",0,0
"good length outside off, 142 kph, defended into the off side, towards cover",0,0
"88 kph, nudged towards short leg",0,0
Khawaja gets forward and smothers the spin by closing a gap between bat and pad,0,0
driven against the spin to cover. Some flight outside off,0,0
"flat and wide outside off, 86 kph, pulled to deep square leg",1,0
"short and wide outside off, slashed to extra cover",0,0
pushed away to mid-on for a quick run,1,0
"good length around off, 140 kph, pushed out towards mid-on",1,0
"143 kph, bouncer outside off, Khawaja hurries underneath that",0,0
"good length outside off, 139 kph, left alone",0,0
"good length outside off, dabbed to gully from the crease",0,0
"bouncer on off, pulled to fine leg",1,0
"full delivery outside off, Smith gets forward and defends",0,0
"flight outside off, Khawaja wants to drive against the spin but skews one towards midwicket",0,0
"tossed up outside off, Khawaja gets forward and defends",0,0
"flat delivery outside off, spins back in. Defended into the off side",0,0
Khawaja comes down the pitch and lifts the ball nicely over the bowler's head for a couple. Not great timing,2,0
swept away powerfully to deep square leg for a couple more,2,0
defended off the front foot,0,0
"147 kph, on the pads, wristily flicked to deep square leg for one",1,0
defended back up the pitch,0,0
"slower delivery outsider off, 108 kph, guided towards point with a dab",0,0
"141 kph, fullish length in a fourth-stump channel, defended into the off side",0,0
"144 kph, nudged off his hips towards square leg",1,0
"144 kph, <b>ouuuch</b>. Back of a length outside off, Smith gets across, looking to pull but inside-edges the ball into an area of ridicule. Writhing in pain while the rest of the players enjoy a giggle.",0,0
"flat delivery outside off, 90 kph, patted away towards point",1,0
"well bowled. Smith comes forward, Smith dances down but Yasir fires it wide outside off, Smith improvises a dab into the off side",0,0
"short and wide outside off, cut to point",0,0
"flight on middle and leg, pushed to mid-on for one",1,0
"<strong>missed stumping</strong>. Sarfraz misses another. I'm not going to say it's easy because it wasn't, but he should have done better  to at least try and get close to the ball. Flat and wide outside off, Khawaja comes down, Yasir darts it wider. Khawaja can't lay bat on his steer. Just grazes Sarfraz's gloves on the way to third man. His gloves hardly moved. The ball isn't going to come where your glove is. Excellent bowling from yasir",3,0
cut to point,0,0
"good length on middle and leg, defended",0,0
"good length around off, pushed back towards mid-on",0,0
"on the pads, worked through backward square leg for two. Played that well",2,0
"138 kph, bouncer on off, Khawaja hustles underneath",0,0
"a bouncer outside off, loops over Khawaja and wide called",1,0
"140 kph, full delivery outside off, driven away towards mid-off",0,0
"137 kph, keeps a tad low outside off, bunted away towards cover",0,0
"shortish and wide outside off, slashed away through point for a couple. Nicely played",2,0
"slow outside off, some spin. Smith whips the ball from well outside towards midwicket for two more.",2,0
"comes down the pitch, gets to the pitch and shovels the ball to the long-on boundary with a wristy flick",4,0
"86 kph, flat delivery outside off, dabbed away towards point",0,0
"short this time on middle, pulled away over midwicket. Picked the length early and dispatched it away. Superb shot",4,0
driven back towards Yasir,0,0
"flat down leg, worked down towards square leg for a run",2,0
"flat outside off, defended",0,0
"86 kph, outside off, worked to short leg",0,0
"flatter delivery outside off, Khawaja dabs the ball towards gully. Younis dives to his left, uses his right hand to stop some runs",0,0
defended off the front foot,0,0
"driven beautifully through cover for four. Too full, played against the spin, but did so with exceptional ease",4,0
a flick of the wrists to drive to cover,0,0
"flat and wide outside off, Smith works the ball through backward square leg for a couple",2,0
"flat delivery outside off, punched to long-off",1,0
"tossed up outside off, Khawaja gets forward and defends",0,0
"drifts down leg, clipped for a run to short fine leg",1,0
"flight outside off, Smith gets down and heaves the ball way over midwicket for six. What a way to <strong>finish the session</strong>",6,0
"starts with a full delivery outside off, driven out towards cover",0,0
"141 kph, quick and accurate, close to off. Blocked",0,0
"back of a length outside off, pulled towards midwicket. Wanted that finer",0,0
"nicely played. Back of a length outside off, punched through cover for three. Easily made",3,0
"128 kph, slower ball down leg. Smith walks right across, exposes his leg stump but the ball bounces over.",0,0
"full delivery outside off, Smith stays in his crease, looking to nail one through cover. Gets a thick inside-edge into his body. Shows the importance of footwork",0,0
"flat and wide outside off, 89 kph, pushed towards point for one",1,0
"nice idea, flawed execution. Flat outside off, Smith wanted to scythe that just wide of Younis at slip. No connection",0,0
a fine paddle sweep down towards fine leg for a couple. Leading edge,2,0
"short and wide, 92 kph, crashed straight to deep cover. Smith somehow comes back for two. Superb",2,0
"on the pads, flicked away merrily through midwicket for a run. Lovely stroke",1,0
another fine paddle. Sees the fielder is in but square. Gets it fine. Three more. Just simple field manipulation,3,0
"legcutter on off, Khawaja sees it early and flicks to deep square leg",1,0
"good length and straight, Smith gets across, but the ball is too straight. Somehow he is able to drag the ball down to fine leg with a fine whip. Power in those wrists with fast hands",4,0
worked through midwicket for a run again. Just a nudge. Not bad bowling at all,1,0
"nice bouncer. Well directed, on off. Khawaja gets underneath that",0,0
"another bouncer, decent direction. Pulled down to fine leg for one",1,0
goes well down leg again. Smith has shuffled too far across and can't make contact,0,0
"good length outside off, swatted through square leg for one.",1,0
flicked through square leg for one,1,0
"full and very wide outside off, creamed to deep point with a scythed drive",1,0
"shovelled through midwicket. Full and straight, Smith wants to go straight but can't. Off the inside half and into the gap",4,0
"on a length around off, defended",0,0
"slower delivery outside off, Smith punches a square drive through point. Should have been stopped by the fielder",4,0
"spinning into Khawaja from around the wicket, flicked through square leg for one",1,0
"short and wide, terrible delivery. Smith lets the ball come onto him before cutting through backward point for four. Fantastic timing but exemplary placement.",4,0
worked away into the gap at midwicket for one,1,0
"superb from Khawaja. Puts Yasir off with the use of the feet, gets to the pitch and shovels the ball through midwicket for four. Over him actually.",4,0
"gets down and nails his sweep through square leg to get four. <strong>Gets to fifty too</strong>. Took his time early, but has picked up the rate now. Celebrates with a dab.",4,0
the reverse sweep this time. Lands just short of short third man who ran in and got down low to field,0,0
"full and straight, a flick through square leg <strong>to get to fifty</strong>. Australia's top three have all made fifties.",1,0
"shortish and wide, 131 kph. Pulled to deep square leg. Not timed too well",1,0
"rubbish. Slow on middle and leg, the slow long-hop. Smith pulls through backward square leg with ease. Knew exactly where he wanted to hit the ball",4,0
"a full toss this time, help yourself please. Alright, says Smith. Driven through cover with the angled bat. Two bad balls, eight off",4,0
"134 kph, played down to third man",1,0
"full and wide outside off, 132 kph, driven away to deep point",1,0
Khawaja runs down to defend. Closed the bat-face gap.,0,0
"shortish outside off, rips back in. Cut towards cover",0,0
"ripping turn and bounce. Flat outside off, Khawaja misses his flick. Sarfraz collects down leg and whips off the bails but Khawaja is back in time. It was a good take and he had a long way to go down leg. The third umpire makes an easy decision",0,0
swept to deep backward square leg,1,0
wanted a very fine paddle sweep. Misses the connection. Lots of turn,0,0
"and again. Tries the paddle sweep, <strong>Misbah wants to review</strong>. Smith shakes his head to indicate no glove. Sarfraz was up immediately. Another flat delivery down leg, Smith gets his hands through the shot a tad late, the ball is very close to the glove. Does thee ball kiss the glove? A very very thin spike as ball passes glove. A flatline interspersed by one thin spike is enough for the decision to be overturned. Great catch from Sarfraz, moves well. Another quality Smith knock ends. A little mark on HotSpot too, good decision from the third umpire.",0,1
"flat down leg from Azhar, worked down to fine leg for three more",3,0
"first ball, Handscomb runs down and lofts the ball over mid-on. What's the difficulty with Test cricket?",4,0
"short and wide this time, slashed to deep point for a couple. A fumble allows the second",2,0
"flight on leg from around the wicket, defended to cover",0,0
flicked towards deep square leg with a neat clip off the pads,1,0
driven towards deep cover,1,0
"flat delivery on off, pulled to deep square leg. Imran runs across, the ball spins with the angle. Imran almost over-runs it, but recovers well",2,0
worked to square leg,1,0
"low full toss, Handscomb runs down and flicks through to deep midwicket",1,0
"flat outside off, nudged away to square leg. A lull in play as Australia move towards the target they want to set",1,0
"Handscomb misses his sweep, struck on the body",0,0
"Handscomb runs down and defends towards cover for one. Played that well, bat close to pad",1,0
"nice length, dragged it back after seeing Handscomb coming. Defended into the off side",0,0
"flat on leg, Handscomb gives himself room and flat-bats a loft towards deep cover for a couple",2,0
"cut through backward point. Shafiq flies to his right to try and stop the ball, dives over it literally and figuratively",2,0
"flat down leg, nudged to short fine leg",1,0
clipped towards square leg for one,1,0
Handscomb runs down and drives to the sweeper cover for a run,1,0
"fires one down leg, gets just a little bit of bat on his flick after running to the pitch. Deflects off down to fine leg for four",4,0
driven to long-on,1,0
comes down to the pitch and slogs the ball with as straight a bat as possible into the stands at midwicket. Runs continue to flow,6,0
nudged towards midwicket,0,0
"flat and wide outside off, carved down to third man for one",1,0
Handscomb backs away and nails one more through extra cover for two more,2,0
"flat down leg, pulled to deep backward square leg",1,0
swatted away to the deep midwicket boundary. Another flat nothing delivery on leg,4,0
heaved away to the deep square leg fielder,1,0
worked into the leg side for one,1,0
"flat and wide outside off, Handscomb comes down and squirts a drive to the sweeper cover",1,0
"the dart. Quick down leg, helped along to the fine leg boundary with a deft dab",4,0
smashed over cover for two more. Flat and wide outside off,2,0
slog-swept all along the ground and in the gap at midwicket. Too easy even with fielders deep,4,0
swept to deep square leg for one,1,0
driven back to the bowler,0,0
swept to deep backward square leg for one,1,0
"flat and wide, Handscomb goes back and carves his cut into the gap behind point for four",4,0
driven down to long-off,1,0
"tossed up outside off, Handscomb runs down to the pitch and drives to long-off",1,0
dabbed down to third man for one,1,0
nimble footwork to get close to the pitch and drives to long-on,1,0
"a googly down leg, leading edge towards point. No fielder there",1,0
sees the batsman coming and fired wide. Left alone,0,0
"whoa. A high full toss outside off, called a no-ball. Was just over the waist. Azhar misses his drive",1,0
"a low full toss outside off, 144 kph, driven to mid-off",0,0
"143 kph, nice and full on off, defended towards mid-off",0,0
"nice line. Just outside off on a fullish length, left well alone",0,0
"146 kph, full delivery outside off, a tad too full, driven to mid-off. Not much swing",0,0
"145 kph, full and wide delivery outside off, Azhar gets forward and creams his drive behind point for four",4,0
"full and wide, 146 kph, no stroke",0,0
"good length outside off, 130 kph, no stroke, left well alone",0,0
"131 kph, fuller length outside off, sixth-stump line, Sharjeel pulls the bat out of the line",0,0
"tight line around off, 135 kph, defended",0,0
"good length outside off, Sharjeel gets a thick outside edge which flies down through gully. Smith runs it down and saves one",3,0
"135 kph, full and straight, blocked to mid-on",0,0
"full and straight, 132 kph, the ball leaves Azhar late and hits him on the arm. Well bowled",0,0
"bouncer down leg, Sharjeel gets underneath the ball",0,0
"full delivery outside off, 149 kph, solidly defended",0,0
"149.8 kph, nice pace, no swing though. Full and wide, no stroke",0,0
"on a length and on the pads, whipped to square leg",0,0
"150.5 kph, full and wide outside off, Sharjeel goes after the drive. Doesn't quite time that well. Lands front of Warner, hits an awkward area and spins away. Past Warner and for four to long-off",4,0
"drifts down leg, 146 kph. Sharjeel misses his flick. Rapped on the pads",0,0
"136 kph, pushed to mid-off from the back foot",0,0
"on a length outside off, 135 kph, played behind towards gully",0,0
"drifts down leg, 134 kph. Azhar misses his flick",0,0
"full and wide, left alone",0,0
"a bit wide outside off, left alone easily",0,0
"134 kph, nice and straight, making Azhar play, defended back up the pitch",0,0
"full and wide, 142 kph, no stroke",0,0
"145 kph, good length on off, defended",0,0
"149.5 kph, full and wide, skewed back to the bowler",0,0
"bouncer on middle and leg, Sharjeel gets underneath that",0,0
"nicely played. 148 kph, back of a length outside off, Sharjeel rides the bounce and cuts behind point. Nice timing",4,0
"149 kph, another high full toss, scythed down to the third man boundary. Losing his length, continually bothered about the footholds",4,0
worked through midwicket for a run,1,0
"nice flight, tossed up on off, Sharjeel gets forward and defends",0,0
"hammered. Some flight on off, Sharjeel gets forward and nails his lifted drive over the bowler for four. Lovely",4,0
"flight outside off, lofted over cover for two more",2,0
"nicely tossed up on off, defended back",0,0
"some flight on middle, Sharjeel plonks his front foot forward and creams his lofted drive over long-on. Clean",6,0
"good length ball outside off, Azhar presses forward and defends to the left of extra cover who runs across and cuts it off",0,0
"length ball, angling in from around off, blocked with a straight bat down the pitch",0,0
"short of a length and some width outside off. Stands tall on the backfoot and crisply punches, but picks out point",0,0
"on a length and just outside off, dabs it with soft hands down the pitch",0,0
"short ball, thinks of ducking but it does not bounce as much and he makes a late adjustment. Nudges it behind square as he drops his bat late",1,0
"length ball, stays in the crease and turns it away into the on side",0,0
"gives it some flight outside off and draws Azhar forward, Azhar defends it down the pitch",0,0
gets his front leg across to this length ball and nudges it past the diving short mid-on fielder,0,0
"pitched up on the stumps, drilled down to long-on off the front foot",1,0
pitched up and gives some room for Sharjeel who frees his arms and lofts it over extra cover. The ball lands on the bounce just before the boundary and seems to stop in its tracks before it is picked up,1,0
"sprayed down the leg side, left alone",0,0
stays in the crease and nudges it towards short leg,0,0
"length ball, lands on leg and middle and is pushed across to the left-hander. Sharjeel brings his front foot forward and drops it into the off side",0,0
tries to tuck a short of a length ball to the leg side but misses and wears it on the front pad instead as the ball rolls away to the off side,0,0
"back of a length, pushed across from the middle-stump channel, Sharjeel gets the front foot across and blocks into the off side",0,0
"very full ball, dipping full toss that is angled across outside off. It was slower in pace as well as he rolled his finers over it and Sharjeel cannot make any contact on the front foot push",0,0
drags his length back a little and Sharjeel comfortably tucks it off the hips to deep  backward square leg,2,0
"short ball, makes a weak attempt at a hook shot and takes his eyes off the ball as he does so. The ball screams past him to the wicketkeeper. And some words from Hazlewood to the batsman to end the over",0,0
"back of a length ball, shuffles across early and defends it towards short leg",0,0
gives it some flight outside off and lures the batsman forward. Azhar gets forward and blocks,0,0
"flighted ball, slightly closer to off-stump this time, clipped away wide of mid-on",1,0
"flighted around off, defended off the front foot back towards the bowler",0,0
"length ball, sliding in with the arm before spinning away, defended from the crease",0,0
"sees some width. And it is short and bounces just about enough to his liking. Sharjeel picks it up early, gets in position and lays into a cut shot as the ball screams past the point region into the boundary",4,0
"very full and very straight, driven neatly straight down the ground, mid-on runs to his right and cuts it off",0,0
"good length, angling in on off, moves across to protect the off-stump before defending towards mid-on",0,0
sprays it on the pads at a fullish length and Azhar flicks it away through the midwicket region. Calls for the second early and beats the fielder running back to easily complete the brace,2,0
"short of good length ball, shuffles across and stands tall before negotiating it in the direction of mid-on",0,0
"length ball, tailing back in, defended into the off side",0,0
"full toss, whips it away uppishly into the on side and just about manages to beat the diving short midwicket fielder",0,0
"some flight on middle and leg, easily defended into the leg side",0,0
"well bowled. Flat delivery on off, a hint of spin, played away",0,0
"nicely played. Stays inside the line, sees some flight and stabs a drive over cover with incredulous power. Great timing too.",4,0
"that's rubbish. Short and wide from Lyon, scythed through point for a couple. Cartwright hares after the ball and stops the boundary with a dive",2,0
"bowled. 'Naaaaiiisss Gaarryyyy,' yells Wade. Some flight on off, defended",0,0
"aargh. Another pathetic stroke from a frontline Pakistan batsman. Lots of flight on middle and leg, what was Sharjeel trying to do? Not even a percentage stroke. He looks to flick the ball over midwicket, against the spin, with a fielder in place there. Fails to keep it down, fails top clear the infield. Warner is patrolling that area and he picks the fielder out. Low-percentage cricket. Playing with the spin was a better option. Was looking so good too",0,1
"some flight on leg, defended",0,0
"quick through the air, flat, defended",0,0
"wide of the crease, flight on middle and leg, worked to midwicket",0,0
Azhar comes down and flicks to midwicket. Nice use of the feet,0,0
defended back off the front foot. Quick through the air. Good variations in pace and flight from SOK,0,0
driven towards mid-on,0,0
